,Track,Track_ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,tempo,id,duration_ms,Cluster
3593,I Know You Want Me (Calle Ocho),13plQdOoWSSXPRUSZc5FuM,0.817,0.733,2,-6.009,1,0.145,0.0152,4.31e-05,0.107,127.056,13plQdOoWSSXPRUSZc5FuM,237120,1
3594,Pose,5BB5zjzCzo9M3uOKzhiXZB,0.806,0.887,6,-3.51,1,0.0909,0.0407,2.03e-05,0.364,117.031,5BB5zjzCzo9M3uOKzhiXZB,217227,1
3595,Give Me Everything (feat. Nayer),4QNpBfC0zvjKqPJcyqBy9W,0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,129.024,4QNpBfC0zvjKqPJcyqBy9W,252307,0
3596,Pursuit Of Happiness - Extended Steve Aoki Remix,5PX4uS1LqlWEPL69phPVQQ,0.722,0.687,0,-5.189,1,0.0556,0.00949,0.00413,0.0462,128.013,5PX4uS1LqlWEPL69phPVQQ,373627,2
3597,Danza Kuduro,2a1o6ZejUi8U3wzzOtCOYw,0.4,0.915,0,-4.89,1,0.28,0.0846,0.0,0.0503,88.917,2a1o6ZejUi8U3wzzOtCOYw,198773,1
3598,Time of Our Lives,2bJvI42r8EF3wxjOuDav4r,0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,124.022,2bJvI42r8EF3wxjOuDav4r,229360,1
3599,Da Da Da (DADADA),1SUeecktKzDv706GbnKjhS,0.799,0.764,0,-8.655,1,0.0646,0.00212,0.217,0.589,131.253,1SUeecktKzDv706GbnKjhS,211707,1
3600,On Melancholy Hill,0q6LuUqGLUiCPP1cbdwFs3,0.689,0.739,2,-5.81,1,0.026,1.51e-05,0.509,0.064,120.423,0q6LuUqGLUiCPP1cbdwFs3,233867,1
3601,Bartender (feat. Akon),5sUlaoVcLPk2Wr695jp6dd,0.832,0.391,8,-8.504,1,0.0629,0.0564,0.0,0.224,104.961,5sUlaoVcLPk2Wr695jp6dd,238800,1
3602,This Love,6YgV0EF8xJMZz0Zm6BTaT4,0.712,0.862,5,-4.612,0,0.0378,0.0525,0.0,0.093,95.051,6YgV0EF8xJMZz0Zm6BTaT4,206200,1
3603,Misery,3XojqFisTYTQm2p7HK5p4P,0.703,0.811,4,-4.873,0,0.0423,0.000307,0.0,0.199,102.979,3XojqFisTYTQm2p7HK5p4P,216200,1
3604,Harder To Breathe,4FDjkgw75Lr0VEx5vOTGCk,0.661,0.905,1,-4.739,0,0.0448,0.0525,0.0,0.0509,149.907,4FDjkgw75Lr0VEx5vOTGCk,173693,1
3605,Shots & Squats,5nIrdpo8eXQU3YgZelEXkd,0.807,0.812,5,-5.009,0,0.106,0.00773,0.000501,0.236,128.012,5nIrdpo8eXQU3YgZelEXkd,171799,1
3606,More Than Words,1gVgkQFOKa8Wc1HYsJtPdH,0.626,0.134,6,-14.898,1,0.0298,0.467,0.0,0.113,91.893,1gVgkQFOKa8Wc1HYsJtPdH,334107,0
3607,Una Vaina Loca (feat. El Potro),4cdvEShhfVE4UIHcjoK7NA,0.793,0.674,1,-12.821,1,0.0524,0.123,0.0,0.0949,117.05,4cdvEShhfVE4UIHcjoK7NA,261987,0
3608,Unwritten,1D1nixOVWOxvNfWi0UD7VX,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,100.011,1D1nixOVWOxvNfWi0UD7VX,259333,0
3609,Good Life,1fLdeDTrJWNkwOeFyAVLvF,0.435,0.802,1,-6.871,1,0.324,0.00376,0.0,0.467,84.267,1fLdeDTrJWNkwOeFyAVLvF,207000,1
3610,Flashback,6A8llSO9QFF4djCCmuCrNu,0.266,0.95,9,-5.646,0,0.05,0.00212,0.000991,0.0922,127.986,6A8llSO9QFF4djCCmuCrNu,227880,1
3611,We'll Be Coming Back (feat. Example),7B1Dl3tXqySkB8OPEwVvSu,0.596,0.952,7,-4.364,1,0.0873,0.00131,0.0,0.598,127.945,7B1Dl3tXqySkB8OPEwVvSu,234360,1
3612,Mas Que Nada,6U7GUjtamt2P0LcFod1dBT,0.747,0.928,5,-6.107,0,0.0824,0.0297,1.75e-06,0.113,100.065,6U7GUjtamt2P0LcFod1dBT,262840,0
3613,I Wanna Love You,6NncjnSD7JLEetWb9KqMRY,0.865,0.45,0,-9.387,1,0.0417,0.0359,1.28e-06,0.308,99.989,6NncjnSD7JLEetWb9KqMRY,247067,1
3614,Get Busy,5qTvkDrSfvwDv6RBjjcfQr,0.735,0.824,10,-4.143,0,0.036,0.615,0.0,0.158,100.202,5qTvkDrSfvwDv6RBjjcfQr,211666,1
3615,Am I Wrong,1fidCEsYlaVE3pHwKCvpFZ,0.729,0.675,8,-6.003,1,0.0312,0.175,1.58e-06,0.55,119.968,1fidCEsYlaVE3pHwKCvpFZ,245867,1
3616,Am I Wrong,1fidCEsYlaVE3pHwKCvpFZ,0.729,0.675,8,-6.003,1,0.0312,0.175,1.58e-06,0.55,119.968,1fidCEsYlaVE3pHwKCvpFZ,245867,1
3617,Am I Wrong,1fidCEsYlaVE3pHwKCvpFZ,0.729,0.675,8,-6.003,1,0.0312,0.175,1.58e-06,0.55,119.968,1fidCEsYlaVE3pHwKCvpFZ,245867,1
3618,Marciano (I Turned Into A Martian),6JyiKXAFeheQ8NEk94GxA0,0.773,0.863,1,-5.84,0,0.0491,0.0413,3.1e-06,0.0742,109.008,6JyiKXAFeheQ8NEk94GxA0,248693,0
3619,If I Ain't Got You,3XVBdLihbNbxUwZosxcGuJ,0.609,0.444,7,-9.129,1,0.106,0.603,6.86e-06,0.104,118.402,3XVBdLihbNbxUwZosxcGuJ,228707,1
3620,Si Ella Quisiera (Remix) [feat. Yandel & Gadiel],3RSHnTUR6kZ4phzf4gSw7x,0.763,0.687,9,-5.523,0,0.114,0.0357,0.0,0.176,90.12,3RSHnTUR6kZ4phzf4gSw7x,230893,1
3621,Obsesionado,5Jt4zdXTd9y1zxihiNYQI1,0.696,0.876,11,-4.104,0,0.0801,0.0506,0.0,0.0687,169.027,5Jt4zdXTd9y1zxihiNYQI1,211813,1
3622,Sola (Remix),5q2JbCNi4FcnglgPfxcV65,0.639,0.869,11,-4.024,1,0.147,0.27,0.0,0.0802,169.801,5q2JbCNi4FcnglgPfxcV65,307910,0
3623,Déjame Te Explico,7jzpAD8q77nwEmSsqUeUjy,0.836,0.78,7,-4.448,0,0.0665,0.26,0.0,0.231,92.994,7jzpAD8q77nwEmSsqUeUjy,182330,1
3624,Kung Fu,5bCqP8qJkx52Ntoe9VvxSe,0.821,0.803,1,-4.352,1,0.0643,0.15,1.26e-05,0.0805,105.019,5bCqP8qJkx52Ntoe9VvxSe,234280,1
3625,Kung Fu,5bCqP8qJkx52Ntoe9VvxSe,0.821,0.803,1,-4.352,1,0.0643,0.15,1.26e-05,0.0805,105.019,5bCqP8qJkx52Ntoe9VvxSe,234280,1
3626,Que Va,6J1R5wtPXiHiwiPstOSI56,0.766,0.827,0,-3.332,1,0.0538,0.148,0.0,0.0518,91.03,6J1R5wtPXiHiwiPstOSI56,238160,1
3627,Que Va,6J1R5wtPXiHiwiPstOSI56,0.766,0.827,0,-3.332,1,0.0538,0.148,0.0,0.0518,91.03,6J1R5wtPXiHiwiPstOSI56,238160,1
3628,Loco Enamorado,4N1c5rmWOzRmB9SMacr5wB,0.69,0.872,11,-2.984,0,0.0588,0.226,0.0,0.0858,94.0,4N1c5rmWOzRmB9SMacr5wB,252200,0
3629,Dimelo,5YVW7E4JMPWASatq7SPU6B,0.812,0.687,0,-5.496,1,0.0376,0.209,3.14e-06,0.0437,98.002,5YVW7E4JMPWASatq7SPU6B,242936,1
3630,Dimelo,5YVW7E4JMPWASatq7SPU6B,0.812,0.687,0,-5.496,1,0.0376,0.209,3.14e-06,0.0437,98.002,5YVW7E4JMPWASatq7SPU6B,242936,1
3631,Mi Mala,4XP6qLtHI0n9UjIPTsuqe8,0.737,0.624,5,-5.236,0,0.199,0.0149,0.0,0.145,172.036,4XP6qLtHI0n9UjIPTsuqe8,222731,1
3632,Mi Mala,4XP6qLtHI0n9UjIPTsuqe8,0.737,0.624,5,-5.236,0,0.199,0.0149,0.0,0.145,172.036,4XP6qLtHI0n9UjIPTsuqe8,222731,1
3633,Vuelve Conmigo,61eVr953tIgLO1aVfUM4J2,0.764,0.688,8,-5.168,0,0.0378,0.0233,0.0,0.116,106.048,61eVr953tIgLO1aVfUM4J2,205730,1
3634,Vuelve Conmigo,61eVr953tIgLO1aVfUM4J2,0.764,0.688,8,-5.168,0,0.0378,0.0233,0.0,0.116,106.048,61eVr953tIgLO1aVfUM4J2,205730,1
3635,Déjala Que Vuelva (feat. Manuel Turizo),33bnxcjePIkcmNjEFTJX0l,0.681,0.788,1,-4.323,1,0.0785,0.0482,0.0,0.0753,170.019,33bnxcjePIkcmNjEFTJX0l,220117,1
3636,Déjala Que Vuelva (feat. Manuel Turizo),33bnxcjePIkcmNjEFTJX0l,0.681,0.788,1,-4.323,1,0.0785,0.0482,0.0,0.0753,170.019,33bnxcjePIkcmNjEFTJX0l,220117,1
3637,Corazón (feat. Nego do Borel),4lESS6vuruP6a79KWRaQou,0.871,0.768,4,-5.401,0,0.122,0.283,2.25e-05,0.162,98.989,4lESS6vuruP6a79KWRaQou,184067,1
3638,Sensualidad,5hcisvFMidkMJlElTO9Qmw,0.807,0.681,11,-6.268,1,0.0983,0.423,0.0,0.0962,140.006,5hcisvFMidkMJlElTO9Qmw,297485,0
3639,Sensualidad,5hcisvFMidkMJlElTO9Qmw,0.807,0.681,11,-6.268,1,0.0983,0.423,0.0,0.0962,140.006,5hcisvFMidkMJlElTO9Qmw,297485,0
3640,Criminal,2SmgFAhQkQCQPyBiBxR6Te,0.816,0.806,2,-3.023,0,0.0563,0.0347,9.01e-05,0.255,79.987,2SmgFAhQkQCQPyBiBxR6Te,232550,1
3641,Síguelo Bailando,5Y9fnynLlIvqtM710MHzfz,0.855,0.664,9,-7.11,0,0.0607,0.165,3.97e-05,0.0937,98.015,5Y9fnynLlIvqtM710MHzfz,226800,1
3642,CUIDAO POR AHÍ,6SYSu569pfYdkDT9A5lZqi,0.845,0.813,4,-2.979,0,0.077,0.111,0.00241,0.174,90.98,6SYSu569pfYdkDT9A5lZqi,198320,1
3643,Con Altura,2qG5sZ7Si6sdK74qLxedYM,0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,97.963,2qG5sZ7Si6sdK74qLxedYM,161627,1
3644,QUE PRETENDES,25ZAibhr3bdlMCLmubZDVt,0.639,0.791,10,-4.443,0,0.253,0.0275,0.0,0.362,92.603,25ZAibhr3bdlMCLmubZDVt,222347,1
3645,China,2ksOAxtIxY8yElEWw8RhgK,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,105.027,2ksOAxtIxY8yElEWw8RhgK,301714,0
3646,Otro Trago - Remix,4bTZeO72FwMa6wKOiqoynL,0.725,0.79,0,-2.331,1,0.197,0.0711,1.14e-06,0.0602,175.988,4bTZeO72FwMa6wKOiqoynL,287773,0
3647,Soltera (Remix),1c0hsvHLELX6y8qymnpLKL,0.795,0.783,5,-4.271,1,0.0432,0.361,0.0,0.437,92.01,1c0hsvHLELX6y8qymnpLKL,266087,0
3648,LA CANCIÓN,0fea68AdmYNygeTGI4RC18,0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,176.089,0fea68AdmYNygeTGI4RC18,242573,1
3649,Atrévete,3KekO5WUfJsh7kYU9o2w50,0.552,0.675,11,-3.824,1,0.297,0.311,0.0,0.119,183.785,3KekO5WUfJsh7kYU9o2w50,198320,1
3650,Me Vuelvo Loco,0KmeVVL1SHlPIiHWtOD34X,0.696,0.859,1,-2.999,1,0.0408,0.159,0.0,0.0583,92.048,0KmeVVL1SHlPIiHWtOD34X,200980,1
3651,Callaita,2TH65lNHgvLxCKXM3apjxI,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,176.169,2TH65lNHgvLxCKXM3apjxI,250534,0
3652,11 PM,7KbF6AdprOXEEHlsq11Z6d,0.777,0.712,10,-4.84,1,0.277,0.217,0.0,0.091,95.692,7KbF6AdprOXEEHlsq11Z6d,175733,1
3653,Tal Vez,5jW3rF4URMdK7tO2xjS5EI,0.855,0.649,8,-2.443,1,0.151,0.25,0.0,0.0801,161.986,5jW3rF4URMdK7tO2xjS5EI,263899,0
3654,HP,1LIqNVhaIgxXUt2eVoIQJ3,0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,91.98,1LIqNVhaIgxXUt2eVoIQJ3,184436,1
3655,La Boca,0UQwlF2pRkr1lMN6kNNUj3,0.618,0.795,2,-1.8,1,0.113,0.0655,0.0,0.309,185.901,0UQwlF2pRkr1lMN6kNNUj3,206279,1
3656,Que Mas Pues - Remix,7fODjB7BrQTGqh0hogW6XD,0.647,0.661,11,-5.027,1,0.2,0.121,2.27e-06,0.12,113.358,7fODjB7BrQTGqh0hogW6XD,305962,0
3657,Que Mas Pues - Remix,7fODjB7BrQTGqh0hogW6XD,0.647,0.661,11,-5.027,1,0.2,0.121,2.27e-06,0.12,113.358,7fODjB7BrQTGqh0hogW6XD,305962,0
3658,Con Calma,5w9c2J52mkdntKOmRLeM2m,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,93.989,5w9c2J52mkdntKOmRLeM2m,193227,1
3659,Pa Mí - Remix,7g8YaUQABMal0zWe7a2ijz,0.688,0.62,11,-8.029,0,0.22,0.753,5.32e-06,0.157,170.011,7g8YaUQABMal0zWe7a2ijz,360960,0
3660,Secreto,5W83ErFkO3aKAIS1WMi6u0,0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,91.987,5W83ErFkO3aKAIS1WMi6u0,258800,0
3661,Secreto,5W83ErFkO3aKAIS1WMi6u0,0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,91.987,5W83ErFkO3aKAIS1WMi6u0,258800,0
3662,Desconocidos,56f5qnyAlZdlz8wrUDA50h,0.719,0.753,7,-4.891,1,0.179,0.118,4.21e-06,0.212,174.107,56f5qnyAlZdlz8wrUDA50h,204564,1
3663,Te Vi,059bcIhyc2SBwm6sw2AZzd,0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-05,0.0863,102.02,059bcIhyc2SBwm6sw2AZzd,231848,1
3664,Déjate Querer,3mN2DtljBhnrIpc3Nu2pJ8,0.755,0.792,6,-4.238,1,0.0484,0.028,0.0,0.0754,106.014,3mN2DtljBhnrIpc3Nu2pJ8,202824,1
3665,Déjate Querer,3mN2DtljBhnrIpc3Nu2pJ8,0.755,0.792,6,-4.238,1,0.0484,0.028,0.0,0.0754,106.014,3mN2DtljBhnrIpc3Nu2pJ8,202824,1
3666,Adan y Eva,132ALUzVLmqYB4UsBj5qD6,0.767,0.709,1,-4.47,1,0.336,0.323,0.0,0.0745,171.993,132ALUzVLmqYB4UsBj5qD6,256972,0
3667,Swing,4DbhxwlkhTbCTqlZptxmI6,0.729,0.616,8,-6.422,1,0.249,0.458,0.0,0.082,106.486,4DbhxwlkhTbCTqlZptxmI6,155058,1
3668,Rebota,2YRvdf9cdS88y1wB1WhKoE,0.796,0.911,1,-1.998,1,0.285,0.188,0.0,0.499,180.128,2YRvdf9cdS88y1wB1WhKoE,204631,1
3669,Baby Girl (feat. Lalo Ebratt),6o8ogTrSX8H0F66Pdz3Tsc,0.804,0.705,1,-5.272,1,0.199,0.0275,0.000138,0.202,103.009,6o8ogTrSX8H0F66Pdz3Tsc,218470,1
3670,Ni Gucci Ni Prada,32lexhcz93AinKK0qLTZaZ,0.799,0.676,2,-5.644,1,0.169,0.41,0.000777,0.325,104.956,32lexhcz93AinKK0qLTZaZ,175200,1
3671,Ni Gucci Ni Prada,32lexhcz93AinKK0qLTZaZ,0.799,0.676,2,-5.644,1,0.169,0.41,0.000777,0.325,104.956,32lexhcz93AinKK0qLTZaZ,175200,1
3672,Veneno,19vrzibX1lFlT2V2ToVQkv,0.73,0.664,2,-6.872,0,0.0346,0.372,0.0,0.225,95.005,19vrzibX1lFlT2V2ToVQkv,222511,1
3673,Veneno,19vrzibX1lFlT2V2ToVQkv,0.73,0.664,2,-6.872,0,0.0346,0.372,0.0,0.225,95.005,19vrzibX1lFlT2V2ToVQkv,222511,1
3674,Hookah & Sheridan s,3QfD4bxxkopZL7XZ8RaezH,0.809,0.528,8,-6.886,0,0.12,0.353,5.86e-06,0.0897,103.923,3QfD4bxxkopZL7XZ8RaezH,195285,1
3675,Hookah & Sheridan s,3QfD4bxxkopZL7XZ8RaezH,0.809,0.528,8,-6.886,0,0.12,0.353,5.86e-06,0.0897,103.923,3QfD4bxxkopZL7XZ8RaezH,195285,1
3676,Ni Gucci Ni Prada - Remix,3EwnwCYCO2mnCoYj5NLhER,0.81,0.756,2,-6.07,1,0.0969,0.245,0.0,0.358,105.005,3EwnwCYCO2mnCoYj5NLhER,212693,1
3677,Otro Trago,1Ej96GIBCTvgH7tNX1r3qr,0.746,0.7,0,-4.669,1,0.341,0.136,0.000159,0.11,176.044,1Ej96GIBCTvgH7tNX1r3qr,225933,1
3678,Otro Trago,1Ej96GIBCTvgH7tNX1r3qr,0.746,0.7,0,-4.669,1,0.341,0.136,0.000159,0.11,176.044,1Ej96GIBCTvgH7tNX1r3qr,225933,1
3679,Que Le De,08aYFNUTIOMGq93e2VSArQ,0.77,0.75,0,-2.715,1,0.0785,0.19,0.0,0.0618,99.997,08aYFNUTIOMGq93e2VSArQ,225600,1
3680,Amanece,1LiN0Z98FkR1t0m8KmLcAH,0.79,0.631,8,-5.549,0,0.0425,0.437,0.0,0.158,94.039,1LiN0Z98FkR1t0m8KmLcAH,190005,1
3681,Baila Baila Baila,7uH27oIt4a6cIFCA8ZPcyG,0.816,0.754,11,-2.75,0,0.111,0.0361,0.0,0.217,99.966,7uH27oIt4a6cIFCA8ZPcyG,158400,1
3682,Ráptame,7KvrfnCkHb2qBDyVOqJ2bt,0.637,0.721,0,-6.441,1,0.168,0.0125,8.46e-06,0.0606,184.007,7KvrfnCkHb2qBDyVOqJ2bt,198093,1
3683,Babylon Girl,4CSYU9jlZC2hP4F6RtWkfz,0.814,0.637,5,-6.291,1,0.0582,0.256,0.0,0.112,90.015,4CSYU9jlZC2hP4F6RtWkfz,162667,1
3684,Dile la Verdad,6qP73DRFGojLuIk1siIhNE,0.886,0.701,7,-3.504,1,0.141,0.292,1.16e-05,0.0574,103.0,6qP73DRFGojLuIk1siIhNE,219029,1
3685,Epa Wei,2QmsKag0YaqhAbpR9Nwmpn,0.688,0.82,6,-4.715,0,0.155,0.233,0.0,0.091,107.833,2QmsKag0YaqhAbpR9Nwmpn,208254,1
3686,MIA (feat. Drake),116H0KvKr2Zl4RPuVBruDO,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,97.062,116H0KvKr2Zl4RPuVBruDO,210368,1
3687,Romeo,6kzcvpuGlKGJ4G29UHilYF,0.871,0.562,9,-6.707,1,0.183,0.0315,0.0,0.167,91.012,6kzcvpuGlKGJ4G29UHilYF,210137,1
3688,Romeo,6kzcvpuGlKGJ4G29UHilYF,0.871,0.562,9,-6.707,1,0.183,0.0315,0.0,0.167,91.012,6kzcvpuGlKGJ4G29UHilYF,210137,1
3689,Tel Aviv,1NV5EyFDHFGseqvpdI2dcx,0.733,0.654,0,-7.017,1,0.0473,0.0274,0.00108,0.114,95.005,1NV5EyFDHFGseqvpdI2dcx,215368,1
3690,Besándote,5YVWNz6rE4RCUeUyq27INA,0.682,0.486,4,-6.245,0,0.238,0.0792,0.0,0.0805,180.076,5YVWNz6rE4RCUeUyq27INA,210681,1
3691,Te Amo,2RVrdr062uLFxXwIxwdXPH,0.849,0.724,5,-4.139,1,0.0665,0.0204,5.98e-06,0.235,98.005,2RVrdr062uLFxXwIxwdXPH,201122,1
3692,Te Amo,2RVrdr062uLFxXwIxwdXPH,0.849,0.724,5,-4.139,1,0.0665,0.0204,5.98e-06,0.235,98.005,2RVrdr062uLFxXwIxwdXPH,201122,1
3693,Solo de Mi,4uP3pUP18ennmz0tb3GphR,0.743,0.73,10,-4.314,0,0.125,0.287,8.1e-05,0.0778,179.972,4uP3pUP18ennmz0tb3GphR,197968,1
3694,Le Encanta,0xpb9e2OihnANSeq3EICEP,0.775,0.859,6,-3.963,1,0.109,0.078,0.0,0.0579,93.048,0xpb9e2OihnANSeq3EICEP,188994,1
3695,No Todavía,1GbEE9qAmGaZ1uO78xPiMC,0.769,0.881,0,-3.896,1,0.0406,0.467,2.09e-05,0.121,103.048,1GbEE9qAmGaZ1uO78xPiMC,220707,1
3696,No Todavía,1GbEE9qAmGaZ1uO78xPiMC,0.769,0.881,0,-3.896,1,0.0406,0.467,2.09e-05,0.121,103.048,1GbEE9qAmGaZ1uO78xPiMC,220707,1
3697,Azúcar,5W4HN5rnSphY6nG5cD9elB,0.605,0.617,0,-6.76,1,0.185,0.326,0.000365,0.202,171.996,5W4HN5rnSphY6nG5cD9elB,147907,1
3698,Ya No Tiene Novio,7uQmJ1jgNzBpATSoWKSPFu,0.632,0.832,7,-1.948,0,0.154,0.048,0.0,0.0705,182.184,7uQmJ1jgNzBpATSoWKSPFu,198933,1
3699,Antes de Morirme (feat. Rosalía),7aFBy1CBLGnZE1Iv6TvEZE,0.865,0.498,8,-8.882,0,0.168,0.0718,0.00312,0.108,97.921,7aFBy1CBLGnZE1Iv6TvEZE,199994,1
3700,Antes de Morirme (feat. Rosalía),7aFBy1CBLGnZE1Iv6TvEZE,0.865,0.498,8,-8.882,0,0.168,0.0718,0.00312,0.108,97.921,7aFBy1CBLGnZE1Iv6TvEZE,199994,1
3701,Mala Mía,62o8KoI44JfN7aYxgTnPvh,0.749,0.752,6,-4.883,1,0.345,0.31,0.0,0.232,180.049,62o8KoI44JfN7aYxgTnPvh,183753,1
3702,Mocca,0NKoPGc72yUKTIneVhFfg1,0.786,0.695,1,-5.343,0,0.353,0.185,0.0,0.123,97.957,0NKoPGc72yUKTIneVhFfg1,200293,1
3703,Que Somos,5FXARQTlf6UwUVuIS60Vn2,0.732,0.595,0,-6.705,1,0.244,0.111,1.1e-06,0.158,191.911,5FXARQTlf6UwUVuIS60Vn2,227500,1
3704,Que Somos,5FXARQTlf6UwUVuIS60Vn2,0.732,0.595,0,-6.705,1,0.244,0.111,1.1e-06,0.158,191.911,5FXARQTlf6UwUVuIS60Vn2,227500,1
3705,La Mentira,59xZZeF6Ve0ZfCd7AcFvXr,0.917,0.507,1,-4.234,1,0.148,0.546,0.0001,0.223,94.005,59xZZeF6Ve0ZfCd7AcFvXr,197872,1
3706,Tirate Un Paso - Remix,5clah8Zb4AnDd6BGbra3w8,0.787,0.795,2,-4.978,1,0.0551,0.304,0.0,0.117,105.034,5clah8Zb4AnDd6BGbra3w8,212467,1
3707,Tirate Un Paso - Remix,5clah8Zb4AnDd6BGbra3w8,0.787,0.795,2,-4.978,1,0.0551,0.304,0.0,0.117,105.034,5clah8Zb4AnDd6BGbra3w8,212467,1
3708,No Te Enamores,0EJu1RBtxzldMG2peczuPv,0.806,0.735,7,-4.459,0,0.0425,0.587,0.00889,0.0812,100.101,0EJu1RBtxzldMG2peczuPv,183398,1
3709,No Te Enamores,0EJu1RBtxzldMG2peczuPv,0.806,0.735,7,-4.459,0,0.0425,0.587,0.00889,0.0812,100.101,0EJu1RBtxzldMG2peczuPv,183398,1
3710,Japonesa,66coDQwXDOvgKJQ6rqD5vu,0.813,0.695,4,-5.591,0,0.07,0.0714,4.58e-06,0.174,81.978,66coDQwXDOvgKJQ6rqD5vu,155257,1
3711,To My Love - Tainy Remix,5LciLoxa1gK70yIUeoHgRx,0.764,0.59,7,-4.292,1,0.0395,0.129,0.00847,0.0851,99.996,5LciLoxa1gK70yIUeoHgRx,251773,0
3712,To My Love - Tainy Remix,5LciLoxa1gK70yIUeoHgRx,0.764,0.59,7,-4.292,1,0.0395,0.129,0.00847,0.0851,99.996,5LciLoxa1gK70yIUeoHgRx,251773,0
3713,Le Pido A Dios,7hh3JjKHOARvAS9LibvchS,0.751,0.745,6,-6.295,1,0.154,0.285,0.0,0.0658,175.999,7hh3JjKHOARvAS9LibvchS,168467,1
3714,Calma,6aLJnupvPpT9HLv3xaUhe1,0.737,0.634,2,-5.331,1,0.0475,0.199,0.0,0.0803,126.926,6aLJnupvPpT9HLv3xaUhe1,180066,1
3715,Kizombita Para Ti,2qYIFDagoAenwAoLeS9FNr,0.738,0.694,0,-6.119,1,0.0736,0.368,1.28e-06,0.0468,87.978,2qYIFDagoAenwAoLeS9FNr,195926,1
3716,Kizombita Para Ti,2qYIFDagoAenwAoLeS9FNr,0.738,0.694,0,-6.119,1,0.0736,0.368,1.28e-06,0.0468,87.978,2qYIFDagoAenwAoLeS9FNr,195926,1
3717,Cuando Te Besé,2XXMDz7SPZ4mSFN1PXfHUy,0.772,0.732,9,-3.713,0,0.213,0.307,5.14e-06,0.106,100.048,2XXMDz7SPZ4mSFN1PXfHUy,254383,0
3718,Cuando Te Besé,2XXMDz7SPZ4mSFN1PXfHUy,0.772,0.732,9,-3.713,0,0.213,0.307,5.14e-06,0.106,100.048,2XXMDz7SPZ4mSFN1PXfHUy,254383,0
3719,We The Funk,5VgymSsqb2ykNK8MEiV3Nl,0.68,0.695,6,-5.772,0,0.144,0.00826,0.000412,0.199,179.972,5VgymSsqb2ykNK8MEiV3Nl,187057,1
3720,Me Rehúso,6ifUES3keWjwXgae8pXI3o,0.744,0.804,1,-6.327,1,0.0677,0.0231,0.0,0.0494,104.823,6ifUES3keWjwXgae8pXI3o,205715,1
3721,Bella,3xcCix7Jv1Rp90YVmgo35D,0.909,0.493,3,-6.688,1,0.0735,0.128,0.000147,0.127,94.016,3xcCix7Jv1Rp90YVmgo35D,197120,1
3722,Una Vaina Loca,3zb856RMKFjdvWre0TKcmA,0.8,0.669,1,-12.898,1,0.0546,0.19,2.35e-05,0.0609,117.015,3zb856RMKFjdvWre0TKcmA,188238,1
3723,Déjala Que Vuelva (feat. Manuel Turizo),1j6xOGusnyXq3l6IryKF3G,0.681,0.788,1,-4.323,1,0.0785,0.0482,0.0,0.0753,170.019,1j6xOGusnyXq3l6IryKF3G,220117,1
3724,Bonita,0atfY1ew83Ql9nNnJiD2t5,0.775,0.867,5,-1.582,0,0.0414,0.0132,0.00684,0.278,96.038,0atfY1ew83Ql9nNnJiD2t5,265747,0
3725,Bonita,0atfY1ew83Ql9nNnJiD2t5,0.775,0.867,5,-1.582,0,0.0414,0.0132,0.00684,0.278,96.038,0atfY1ew83Ql9nNnJiD2t5,265747,0
3726,Se Preparó,1m69ELEgE6k5ZWsap40ozt,0.739,0.821,1,-4.233,1,0.0852,0.222,9.6e-06,0.311,171.077,1m69ELEgE6k5ZWsap40ozt,188080,1
3727,Otra vez (feat. J Balvin),3QwBODjSEzelZyVjxPOHdq,0.832,0.772,10,-5.429,1,0.1,0.0559,0.000486,0.44,96.016,3QwBODjSEzelZyVjxPOHdq,209453,1
3728,El Amante,3umS4y3uQDkqekNjVpiRUs,0.683,0.691,8,-5.535,1,0.0432,0.243,0.0,0.14,179.91,3umS4y3uQDkqekNjVpiRUs,219507,1
3729,"Ay MI Dios (feat. Pitbull, Yandel & Chacal)",6ixvuvnE27lFE2SvCXpWce,0.761,0.829,0,-3.203,0,0.0681,0.167,0.0,0.189,92.033,6ixvuvnE27lFE2SvCXpWce,252003,0
3730,"Ay MI Dios (feat. Pitbull, Yandel & Chacal)",6ixvuvnE27lFE2SvCXpWce,0.761,0.829,0,-3.203,0,0.0681,0.167,0.0,0.189,92.033,6ixvuvnE27lFE2SvCXpWce,252003,0
