,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.692,0.533,1,-9.473,1,0.0587,0.808,1.64e-05,0.11,0.631,83.529,audio_features,5iX7aAVoO3dzUOZ1eAvg6f,spotify:track:5iX7aAVoO3dzUOZ1eAvg6f,https://api.spotify.com/v1/tracks/5iX7aAVoO3dzUOZ1eAvg6f,https://api.spotify.com/v1/audio-analysis/5iX7aAVoO3dzUOZ1eAvg6f,250934,4
1,0.68,0.336,6,-11.43,1,0.0754,0.843,0.00639,0.135,0.394,87.994,audio_features,7hyFz1ms1XEHbE2KqUbUQ8,spotify:track:7hyFz1ms1XEHbE2KqUbUQ8,https://api.spotify.com/v1/tracks/7hyFz1ms1XEHbE2KqUbUQ8,https://api.spotify.com/v1/audio-analysis/7hyFz1ms1XEHbE2KqUbUQ8,221053,4
2,0.838,0.652,2,-6.652,1,0.0499,0.00919,0.484,0.039,0.682,89.021,audio_features,0iCpsyn72qAsDI0wTSkln6,spotify:track:0iCpsyn72qAsDI0wTSkln6,https://api.spotify.com/v1/tracks/0iCpsyn72qAsDI0wTSkln6,https://api.spotify.com/v1/audio-analysis/0iCpsyn72qAsDI0wTSkln6,217427,4
3,0.677,0.649,7,-9.735,1,0.345,0.196,0.0,0.163,0.779,89.661,audio_features,6HDM2OxgzJ28iEhNWq0KQ8,spotify:track:6HDM2OxgzJ28iEhNWq0KQ8,https://api.spotify.com/v1/tracks/6HDM2OxgzJ28iEhNWq0KQ8,https://api.spotify.com/v1/audio-analysis/6HDM2OxgzJ28iEhNWq0KQ8,125027,4
4,0.703,0.76,11,-7.308,0,0.0635,0.00412,0.761,0.111,0.608,113.01,audio_features,3AVyKOmMgvRjsC576xWw78,spotify:track:3AVyKOmMgvRjsC576xWw78,https://api.spotify.com/v1/tracks/3AVyKOmMgvRjsC576xWw78,https://api.spotify.com/v1/audio-analysis/3AVyKOmMgvRjsC576xWw78,220853,4
5,0.583,0.409,6,-15.926,0,0.392,0.802,0.24,0.139,0.186,89.887,audio_features,1fhIOXvolJoR1cIbS6ryyp,spotify:track:1fhIOXvolJoR1cIbS6ryyp,https://api.spotify.com/v1/tracks/1fhIOXvolJoR1cIbS6ryyp,https://api.spotify.com/v1/audio-analysis/1fhIOXvolJoR1cIbS6ryyp,394121,4
6,0.665,0.549,7,-11.388,0,0.0458,0.0917,0.557,0.0583,0.217,91.036,audio_features,3uvALUobqjZvTGAh6737Mb,spotify:track:3uvALUobqjZvTGAh6737Mb,https://api.spotify.com/v1/tracks/3uvALUobqjZvTGAh6737Mb,https://api.spotify.com/v1/audio-analysis/3uvALUobqjZvTGAh6737Mb,270720,4
7,0.784,0.65,2,-5.419,0,0.0283,0.438,0.166,0.135,0.785,110.019,audio_features,3zRhKaZXEUGrJqMGN5KtXy,spotify:track:3zRhKaZXEUGrJqMGN5KtXy,https://api.spotify.com/v1/tracks/3zRhKaZXEUGrJqMGN5KtXy,https://api.spotify.com/v1/audio-analysis/3zRhKaZXEUGrJqMGN5KtXy,213865,4
8,0.779,0.621,11,-9.839,0,0.084,0.34,0.0103,0.0747,0.529,91.959,audio_features,01D7nX5t321cgGgehXH0MU,spotify:track:01D7nX5t321cgGgehXH0MU,https://api.spotify.com/v1/tracks/01D7nX5t321cgGgehXH0MU,https://api.spotify.com/v1/audio-analysis/01D7nX5t321cgGgehXH0MU,197560,4
9,0.657,0.47,11,-11.241,0,0.355,0.254,0.139,0.1,0.592,93.032,audio_features,3z55fMIOftbrZrZ0Z7WbbW,spotify:track:3z55fMIOftbrZrZ0Z7WbbW,https://api.spotify.com/v1/tracks/3z55fMIOftbrZrZ0Z7WbbW,https://api.spotify.com/v1/audio-analysis/3z55fMIOftbrZrZ0Z7WbbW,293990,4
10,0.553,0.511,0,-10.079,1,0.0625,0.112,0.911,0.119,0.465,92.887,audio_features,6HPSzboswlKS4Juf6UvyPA,spotify:track:6HPSzboswlKS4Juf6UvyPA,https://api.spotify.com/v1/tracks/6HPSzboswlKS4Juf6UvyPA,https://api.spotify.com/v1/audio-analysis/6HPSzboswlKS4Juf6UvyPA,311576,4
11,0.678,0.849,7,-6.983,1,0.0367,0.0459,0.613,0.0833,0.502,94.003,audio_features,1gWnuGAiTk3Q4yrIbwymUK,spotify:track:1gWnuGAiTk3Q4yrIbwymUK,https://api.spotify.com/v1/tracks/1gWnuGAiTk3Q4yrIbwymUK,https://api.spotify.com/v1/audio-analysis/1gWnuGAiTk3Q4yrIbwymUK,209800,4
12,0.685,0.735,4,-6.337,0,0.0334,0.191,0.038,0.188,0.385,94.035,audio_features,0Psz3az3RIYfJpnsajBT8N,spotify:track:0Psz3az3RIYfJpnsajBT8N,https://api.spotify.com/v1/tracks/0Psz3az3RIYfJpnsajBT8N,https://api.spotify.com/v1/audio-analysis/0Psz3az3RIYfJpnsajBT8N,190827,3
13,0.834,0.594,2,-8.731,1,0.14,0.258,0.0324,0.096,0.334,94.001,audio_features,4sONjuAg3sv8wrJEU5xX1X,spotify:track:4sONjuAg3sv8wrJEU5xX1X,https://api.spotify.com/v1/tracks/4sONjuAg3sv8wrJEU5xX1X,https://api.spotify.com/v1/audio-analysis/4sONjuAg3sv8wrJEU5xX1X,411813,4
14,0.698,0.812,9,-8.964,0,0.0397,0.0334,0.314,0.306,0.0408,125.023,audio_features,2u8GDlTkOd3bLSXJM8ZmXg,spotify:track:2u8GDlTkOd3bLSXJM8ZmXg,https://api.spotify.com/v1/tracks/2u8GDlTkOd3bLSXJM8ZmXg,https://api.spotify.com/v1/audio-analysis/2u8GDlTkOd3bLSXJM8ZmXg,218653,4
15,0.985,0.686,10,-9.905,0,0.051,0.189,0.669,0.193,0.693,120.004,audio_features,2u2aognU8U2C3bPJO5pVmz,spotify:track:2u2aognU8U2C3bPJO5pVmz,https://api.spotify.com/v1/tracks/2u2aognU8U2C3bPJO5pVmz,https://api.spotify.com/v1/audio-analysis/2u2aognU8U2C3bPJO5pVmz,562239,4
16,0.757,0.641,2,-8.031,0,0.079,0.121,0.0719,0.0974,0.162,93.989,audio_features,5nTKPwbC0R20aRWwFXP96B,spotify:track:5nTKPwbC0R20aRWwFXP96B,https://api.spotify.com/v1/tracks/5nTKPwbC0R20aRWwFXP96B,https://api.spotify.com/v1/audio-analysis/5nTKPwbC0R20aRWwFXP96B,229878,4
17,0.704,0.692,5,-6.558,0,0.0304,0.0942,0.0109,0.0922,0.369,96.005,audio_features,260V7huyJrXnyYe0dFv2Fa,spotify:track:260V7huyJrXnyYe0dFv2Fa,https://api.spotify.com/v1/tracks/260V7huyJrXnyYe0dFv2Fa,https://api.spotify.com/v1/audio-analysis/260V7huyJrXnyYe0dFv2Fa,276293,4
18,0.741,0.537,7,-7.68,1,0.0551,0.065,0.129,0.346,0.511,95.994,audio_features,3cOtbSBKncMbTioYNuk2VL,spotify:track:3cOtbSBKncMbTioYNuk2VL,https://api.spotify.com/v1/tracks/3cOtbSBKncMbTioYNuk2VL,https://api.spotify.com/v1/audio-analysis/3cOtbSBKncMbTioYNuk2VL,215625,4
19,0.783,0.887,4,-7.324,0,0.0404,0.159,0.878,0.416,0.184,115.001,audio_features,76J87q672PfsZtaKcS6qzH,spotify:track:76J87q672PfsZtaKcS6qzH,https://api.spotify.com/v1/tracks/76J87q672PfsZtaKcS6qzH,https://api.spotify.com/v1/audio-analysis/76J87q672PfsZtaKcS6qzH,365392,4
20,0.643,0.748,2,-6.535,0,0.0386,0.235,0.191,0.815,0.583,96.004,audio_features,3NMFWhIDAdDGX3xmXOxHyo,spotify:track:3NMFWhIDAdDGX3xmXOxHyo,https://api.spotify.com/v1/tracks/3NMFWhIDAdDGX3xmXOxHyo,https://api.spotify.com/v1/audio-analysis/3NMFWhIDAdDGX3xmXOxHyo,238465,4
21,0.783,0.437,10,-8.735,0,0.0333,0.0779,0.157,0.0805,0.46,96.996,audio_features,1caAr2Czh1TwWdozCcsLSC,spotify:track:1caAr2Czh1TwWdozCcsLSC,https://api.spotify.com/v1/tracks/1caAr2Czh1TwWdozCcsLSC,https://api.spotify.com/v1/audio-analysis/1caAr2Czh1TwWdozCcsLSC,359035,4
22,0.818,0.783,1,-6.534,1,0.0444,0.232,0.00886,0.0803,0.819,99.992,audio_features,1YrC8s6yZWw23QxW6rfM9f,spotify:track:1YrC8s6yZWw23QxW6rfM9f,https://api.spotify.com/v1/tracks/1YrC8s6yZWw23QxW6rfM9f,https://api.spotify.com/v1/audio-analysis/1YrC8s6yZWw23QxW6rfM9f,162267,4
23,0.557,0.534,5,-8.863,1,0.0328,0.627,0.0192,0.425,0.226,99.99,audio_features,5Cs03vgzmWuvz7wXkm4gJ9,spotify:track:5Cs03vgzmWuvz7wXkm4gJ9,https://api.spotify.com/v1/tracks/5Cs03vgzmWuvz7wXkm4gJ9,https://api.spotify.com/v1/audio-analysis/5Cs03vgzmWuvz7wXkm4gJ9,348945,4
24,0.783,0.7,6,-7.862,0,0.0367,0.0329,0.249,0.0888,0.846,99.991,audio_features,7baNYnxas4NlQXcoj6kSmp,spotify:track:7baNYnxas4NlQXcoj6kSmp,https://api.spotify.com/v1/tracks/7baNYnxas4NlQXcoj6kSmp,https://api.spotify.com/v1/audio-analysis/7baNYnxas4NlQXcoj6kSmp,300000,4
25,0.779,0.37,7,-11.412,1,0.0495,0.515,0.777,0.0912,0.0631,100.047,audio_features,61X4VFQ8twPsxqq0U4Pbnc,spotify:track:61X4VFQ8twPsxqq0U4Pbnc,https://api.spotify.com/v1/tracks/61X4VFQ8twPsxqq0U4Pbnc,https://api.spotify.com/v1/audio-analysis/61X4VFQ8twPsxqq0U4Pbnc,259696,4
26,0.795,0.709,2,-5.928,1,0.0499,0.0109,0.687,0.105,0.279,100.492,audio_features,5tIhRlNkApQJoDA8zhOBUY,spotify:track:5tIhRlNkApQJoDA8zhOBUY,https://api.spotify.com/v1/tracks/5tIhRlNkApQJoDA8zhOBUY,https://api.spotify.com/v1/audio-analysis/5tIhRlNkApQJoDA8zhOBUY,351019,4
27,0.767,0.547,7,-11.458,0,0.0474,0.0399,0.485,0.0949,0.66,103.03,audio_features,7nZ9CzhiFRPhOQCn7eDSnn,spotify:track:7nZ9CzhiFRPhOQCn7eDSnn,https://api.spotify.com/v1/tracks/7nZ9CzhiFRPhOQCn7eDSnn,https://api.spotify.com/v1/audio-analysis/7nZ9CzhiFRPhOQCn7eDSnn,238183,4
28,0.767,0.534,9,-7.436,0,0.0547,0.211,2.14e-05,0.123,0.484,102.998,audio_features,0mE22UPAPbwQaTmxMOlpaH,spotify:track:0mE22UPAPbwQaTmxMOlpaH,https://api.spotify.com/v1/tracks/0mE22UPAPbwQaTmxMOlpaH,https://api.spotify.com/v1/audio-analysis/0mE22UPAPbwQaTmxMOlpaH,152326,4
29,0.651,0.739,2,-4.845,0,0.0433,0.186,0.81,0.0384,0.518,103.05,audio_features,1IHQ9Rk4AKqyi6VZso6v07,spotify:track:1IHQ9Rk4AKqyi6VZso6v07,https://api.spotify.com/v1/tracks/1IHQ9Rk4AKqyi6VZso6v07,https://api.spotify.com/v1/audio-analysis/1IHQ9Rk4AKqyi6VZso6v07,179417,4
30,0.682,0.801,5,-4.516,1,0.147,0.148,7.13e-06,0.211,0.657,103.052,audio_features,7FvQMTZuUJV5rtMQkDYmZz,spotify:track:7FvQMTZuUJV5rtMQkDYmZz,https://api.spotify.com/v1/tracks/7FvQMTZuUJV5rtMQkDYmZz,https://api.spotify.com/v1/audio-analysis/7FvQMTZuUJV5rtMQkDYmZz,241396,4
31,0.82,0.509,1,-5.15,1,0.0419,0.0558,0.018,0.359,0.762,103.007,audio_features,4gdQamULpFs7WeyFGfmTCZ,spotify:track:4gdQamULpFs7WeyFGfmTCZ,https://api.spotify.com/v1/tracks/4gdQamULpFs7WeyFGfmTCZ,https://api.spotify.com/v1/audio-analysis/4gdQamULpFs7WeyFGfmTCZ,257302,4
32,0.576,0.803,8,-6.835,0,0.234,0.00387,0.0104,0.281,0.847,119.685,audio_features,27tQgsWuNaFswSGGvHbohM,spotify:track:27tQgsWuNaFswSGGvHbohM,https://api.spotify.com/v1/tracks/27tQgsWuNaFswSGGvHbohM,https://api.spotify.com/v1/audio-analysis/27tQgsWuNaFswSGGvHbohM,312293,4
33,0.768,0.429,1,-9.401,1,0.0955,0.875,0.419,0.115,0.415,104.026,audio_features,6GbWNeR3P9MTCmSyPVHgb1,spotify:track:6GbWNeR3P9MTCmSyPVHgb1,https://api.spotify.com/v1/tracks/6GbWNeR3P9MTCmSyPVHgb1,https://api.spotify.com/v1/audio-analysis/6GbWNeR3P9MTCmSyPVHgb1,225600,4
34,0.77,0.576,1,-5.42,1,0.038,0.0231,0.0124,0.0903,0.339,103.993,audio_features,3e4OoM7ltrDn63xcZccpj1,spotify:track:3e4OoM7ltrDn63xcZccpj1,https://api.spotify.com/v1/tracks/3e4OoM7ltrDn63xcZccpj1,https://api.spotify.com/v1/audio-analysis/3e4OoM7ltrDn63xcZccpj1,311950,4
35,0.895,0.491,8,-9.209,0,0.0669,0.278,0.85,0.117,0.278,104.013,audio_features,37qwlyAgQIUZIWpPM677Rc,spotify:track:37qwlyAgQIUZIWpPM677Rc,https://api.spotify.com/v1/tracks/37qwlyAgQIUZIWpPM677Rc,https://api.spotify.com/v1/audio-analysis/37qwlyAgQIUZIWpPM677Rc,383000,4
36,0.693,0.406,9,-8.154,1,0.0524,0.571,0.782,0.115,0.571,104.987,audio_features,0IlslRjqSs79lWIbZ2OnXT,spotify:track:0IlslRjqSs79lWIbZ2OnXT,https://api.spotify.com/v1/tracks/0IlslRjqSs79lWIbZ2OnXT,https://api.spotify.com/v1/audio-analysis/0IlslRjqSs79lWIbZ2OnXT,315086,4
37,0.894,0.558,5,-6.689,0,0.0466,0.0676,0.00276,0.0407,0.817,105.012,audio_features,5JKHtELnCKvUsiAJboPVE3,spotify:track:5JKHtELnCKvUsiAJboPVE3,https://api.spotify.com/v1/tracks/5JKHtELnCKvUsiAJboPVE3,https://api.spotify.com/v1/audio-analysis/5JKHtELnCKvUsiAJboPVE3,202867,4
38,0.833,0.541,6,-13.532,1,0.0709,0.12,0.687,0.0903,0.16,105.014,audio_features,5xWzVhDpu6hpcoiO2euL8u,spotify:track:5xWzVhDpu6hpcoiO2euL8u,https://api.spotify.com/v1/tracks/5xWzVhDpu6hpcoiO2euL8u,https://api.spotify.com/v1/audio-analysis/5xWzVhDpu6hpcoiO2euL8u,483825,4
39,0.786,0.56,11,-8.775,0,0.0425,0.00362,0.000634,0.116,0.608,106.028,audio_features,4hFkSFTNAPvqVZxMmXUgVk,spotify:track:4hFkSFTNAPvqVZxMmXUgVk,https://api.spotify.com/v1/tracks/4hFkSFTNAPvqVZxMmXUgVk,https://api.spotify.com/v1/audio-analysis/4hFkSFTNAPvqVZxMmXUgVk,167520,4
40,0.843,0.752,11,-6.384,0,0.18,0.0383,1.96e-05,0.289,0.698,106.033,audio_features,1TtiCjkUCw9vVHG8srFidT,spotify:track:1TtiCjkUCw9vVHG8srFidT,https://api.spotify.com/v1/tracks/1TtiCjkUCw9vVHG8srFidT,https://api.spotify.com/v1/audio-analysis/1TtiCjkUCw9vVHG8srFidT,173774,4
41,0.885,0.485,10,-9.299,1,0.0872,0.0868,0.79,0.0883,0.67,106.394,audio_features,04jqhpf3oV06HtlmthfcZZ,spotify:track:04jqhpf3oV06HtlmthfcZZ,https://api.spotify.com/v1/tracks/04jqhpf3oV06HtlmthfcZZ,https://api.spotify.com/v1/audio-analysis/04jqhpf3oV06HtlmthfcZZ,294211,4
42,0.894,0.517,10,-8.021,0,0.0365,0.0677,0.384,0.112,0.409,106.003,audio_features,4OTyCkoe7FXZVb1ezehQVR,spotify:track:4OTyCkoe7FXZVb1ezehQVR,https://api.spotify.com/v1/tracks/4OTyCkoe7FXZVb1ezehQVR,https://api.spotify.com/v1/audio-analysis/4OTyCkoe7FXZVb1ezehQVR,643116,4
43,0.863,0.314,6,-10.089,0,0.455,0.361,0.0,0.532,0.329,105.709,audio_features,5dzaVAQYKPNeTYskiuLsKg,spotify:track:5dzaVAQYKPNeTYskiuLsKg,https://api.spotify.com/v1/tracks/5dzaVAQYKPNeTYskiuLsKg,https://api.spotify.com/v1/audio-analysis/5dzaVAQYKPNeTYskiuLsKg,242481,4
44,0.732,0.629,9,-8.461,0,0.0346,0.687,0.443,0.068,0.542,107.0,audio_features,0aw4Dcu2XxEuLtXaepPTEA,spotify:track:0aw4Dcu2XxEuLtXaepPTEA,https://api.spotify.com/v1/tracks/0aw4Dcu2XxEuLtXaepPTEA,https://api.spotify.com/v1/audio-analysis/0aw4Dcu2XxEuLtXaepPTEA,324556,4
45,0.848,0.606,5,-6.263,0,0.106,0.0283,0.00689,0.129,0.758,108.02,audio_features,45pvLeeK3mcKz1O8hPmYMX,spotify:track:45pvLeeK3mcKz1O8hPmYMX,https://api.spotify.com/v1/tracks/45pvLeeK3mcKz1O8hPmYMX,https://api.spotify.com/v1/audio-analysis/45pvLeeK3mcKz1O8hPmYMX,236152,4
46,0.795,0.549,2,-7.791,1,0.088,0.135,0.000109,0.115,0.582,108.012,audio_features,1PQNcWNJt5P9gSLRLA5gmT,spotify:track:1PQNcWNJt5P9gSLRLA5gmT,https://api.spotify.com/v1/tracks/1PQNcWNJt5P9gSLRLA5gmT,https://api.spotify.com/v1/audio-analysis/1PQNcWNJt5P9gSLRLA5gmT,218926,4
47,0.725,0.74,1,-7.971,0,0.0664,0.2,2.35e-05,0.12,0.368,108.011,audio_features,788Fpm2mKElTdRnRPtzSgW,spotify:track:788Fpm2mKElTdRnRPtzSgW,https://api.spotify.com/v1/tracks/788Fpm2mKElTdRnRPtzSgW,https://api.spotify.com/v1/audio-analysis/788Fpm2mKElTdRnRPtzSgW,200000,4
48,0.679,0.735,2,-6.218,0,0.136,0.23,0.602,0.148,0.603,107.998,audio_features,1ZqeykOaDmjkldzs7XGR4b,spotify:track:1ZqeykOaDmjkldzs7XGR4b,https://api.spotify.com/v1/tracks/1ZqeykOaDmjkldzs7XGR4b,https://api.spotify.com/v1/audio-analysis/1ZqeykOaDmjkldzs7XGR4b,225907,4
49,0.651,0.763,4,-6.087,0,0.0336,0.0306,0.635,0.076,0.397,107.981,audio_features,1qkdOEgSzrTKIpEjm3MeLJ,spotify:track:1qkdOEgSzrTKIpEjm3MeLJ,https://api.spotify.com/v1/tracks/1qkdOEgSzrTKIpEjm3MeLJ,https://api.spotify.com/v1/audio-analysis/1qkdOEgSzrTKIpEjm3MeLJ,244485,4
50,0.794,0.757,6,-6.644,0,0.123,0.0267,0.000306,0.0621,0.615,107.99,audio_features,41SwdQIX8Hy2u6fuEDgvWr,spotify:track:41SwdQIX8Hy2u6fuEDgvWr,https://api.spotify.com/v1/tracks/41SwdQIX8Hy2u6fuEDgvWr,https://api.spotify.com/v1/audio-analysis/41SwdQIX8Hy2u6fuEDgvWr,186680,4
51,0.832,0.616,8,-7.656,1,0.0865,0.462,0.848,0.122,0.0751,107.577,audio_features,5LaLNyGl84pmHpIJSiszyr,spotify:track:5LaLNyGl84pmHpIJSiszyr,https://api.spotify.com/v1/tracks/5LaLNyGl84pmHpIJSiszyr,https://api.spotify.com/v1/audio-analysis/5LaLNyGl84pmHpIJSiszyr,261187,4
52,0.78,0.708,5,-5.692,0,0.0549,0.0395,0.0798,0.0516,0.345,109.023,audio_features,4FjT3dqUW2Uq0R3pMz5V7C,spotify:track:4FjT3dqUW2Uq0R3pMz5V7C,https://api.spotify.com/v1/tracks/4FjT3dqUW2Uq0R3pMz5V7C,https://api.spotify.com/v1/audio-analysis/4FjT3dqUW2Uq0R3pMz5V7C,244480,4
53,0.732,0.76,4,-6.82,0,0.0922,0.214,0.00112,0.389,0.318,108.993,audio_features,2N2QYANz84q0gQrWp4QTg8,spotify:track:2N2QYANz84q0gQrWp4QTg8,https://api.spotify.com/v1/tracks/2N2QYANz84q0gQrWp4QTg8,https://api.spotify.com/v1/audio-analysis/2N2QYANz84q0gQrWp4QTg8,291573,4
54,0.799,0.491,10,-16.426,1,0.0924,0.0783,0.0277,0.106,0.0364,110.01,audio_features,30Jf4qTyfEJWDZj5VgIti5,spotify:track:30Jf4qTyfEJWDZj5VgIti5,https://api.spotify.com/v1/tracks/30Jf4qTyfEJWDZj5VgIti5,https://api.spotify.com/v1/audio-analysis/30Jf4qTyfEJWDZj5VgIti5,218227,4
55,0.654,0.665,8,-7.335,1,0.0571,0.0125,0.19,0.0872,0.733,109.965,audio_features,1B0ymvBm70MZR2TnZJUSXZ,spotify:track:1B0ymvBm70MZR2TnZJUSXZ,https://api.spotify.com/v1/tracks/1B0ymvBm70MZR2TnZJUSXZ,https://api.spotify.com/v1/audio-analysis/1B0ymvBm70MZR2TnZJUSXZ,220627,4
56,0.819,0.705,2,-7.412,0,0.0374,0.754,0.0382,0.207,0.748,109.989,audio_features,1buK3aj7PfV1nEtmpq7nEj,spotify:track:1buK3aj7PfV1nEtmpq7nEj,https://api.spotify.com/v1/tracks/1buK3aj7PfV1nEtmpq7nEj,https://api.spotify.com/v1/audio-analysis/1buK3aj7PfV1nEtmpq7nEj,251329,4
57,0.817,0.433,7,-12.748,1,0.0736,0.129,0.304,0.0848,0.372,110.008,audio_features,2vOfifh09XV8vAEj0dffVW,spotify:track:2vOfifh09XV8vAEj0dffVW,https://api.spotify.com/v1/tracks/2vOfifh09XV8vAEj0dffVW,https://api.spotify.com/v1/audio-analysis/2vOfifh09XV8vAEj0dffVW,356179,4
58,0.729,0.628,7,-5.127,1,0.0323,0.0896,0.0303,0.0956,0.826,110.011,audio_features,0VrdF2Q4bSf5DWCnEPii0P,spotify:track:0VrdF2Q4bSf5DWCnEPii0P,https://api.spotify.com/v1/tracks/0VrdF2Q4bSf5DWCnEPii0P,https://api.spotify.com/v1/audio-analysis/0VrdF2Q4bSf5DWCnEPii0P,234493,4
59,0.716,0.875,11,-4.664,0,0.0594,0.0213,2.57e-06,0.535,0.099,109.991,audio_features,4XOc8gjhKl7FvdD4CHBYIy,spotify:track:4XOc8gjhKl7FvdD4CHBYIy,https://api.spotify.com/v1/tracks/4XOc8gjhKl7FvdD4CHBYIy,https://api.spotify.com/v1/audio-analysis/4XOc8gjhKl7FvdD4CHBYIy,226611,4
60,0.792,0.641,0,-9.242,1,0.0795,0.0914,0.0577,0.103,0.674,111.794,audio_features,3T6zu9vlpyVh8j6VMcuExZ,spotify:track:3T6zu9vlpyVh8j6VMcuExZ,https://api.spotify.com/v1/tracks/3T6zu9vlpyVh8j6VMcuExZ,https://api.spotify.com/v1/audio-analysis/3T6zu9vlpyVh8j6VMcuExZ,284327,4
61,0.726,0.687,9,-9.132,0,0.109,0.197,0.711,0.102,0.765,112.002,audio_features,5xw1Bl7FMkQeQHFhpj7imK,spotify:track:5xw1Bl7FMkQeQHFhpj7imK,https://api.spotify.com/v1/tracks/5xw1Bl7FMkQeQHFhpj7imK,https://api.spotify.com/v1/audio-analysis/5xw1Bl7FMkQeQHFhpj7imK,258482,4
62,0.741,0.592,6,-9.059,0,0.0308,0.665,0.854,0.116,0.822,111.984,audio_features,1hgX0ZmmP7IRRjUFCIBrnQ,spotify:track:1hgX0ZmmP7IRRjUFCIBrnQ,https://api.spotify.com/v1/tracks/1hgX0ZmmP7IRRjUFCIBrnQ,https://api.spotify.com/v1/audio-analysis/1hgX0ZmmP7IRRjUFCIBrnQ,310133,4
63,0.648,0.559,11,-8.424,0,0.128,0.285,0.103,0.116,0.159,113.054,audio_features,1Z6u99PTG9w2t4mcIGoqqS,spotify:track:1Z6u99PTG9w2t4mcIGoqqS,https://api.spotify.com/v1/tracks/1Z6u99PTG9w2t4mcIGoqqS,https://api.spotify.com/v1/audio-analysis/1Z6u99PTG9w2t4mcIGoqqS,234240,4
64,0.768,0.445,9,-10.784,0,0.0409,0.368,0.34,0.113,0.389,114.047,audio_features,0DfobEmdknUeLyCXn2pc1P,spotify:track:0DfobEmdknUeLyCXn2pc1P,https://api.spotify.com/v1/tracks/0DfobEmdknUeLyCXn2pc1P,https://api.spotify.com/v1/audio-analysis/0DfobEmdknUeLyCXn2pc1P,172160,4
65,0.81,0.682,7,-5.938,1,0.041,0.246,0.00128,0.102,0.516,113.791,audio_features,2hDh3bYshCt0VvAWA2990q,spotify:track:2hDh3bYshCt0VvAWA2990q,https://api.spotify.com/v1/tracks/2hDh3bYshCt0VvAWA2990q,https://api.spotify.com/v1/audio-analysis/2hDh3bYshCt0VvAWA2990q,337397,4
66,0.703,0.646,6,-9.907,0,0.0386,0.23,0.191,0.0852,0.745,113.986,audio_features,6Ck6aMwdEFapfH2cwpiWiP,spotify:track:6Ck6aMwdEFapfH2cwpiWiP,https://api.spotify.com/v1/tracks/6Ck6aMwdEFapfH2cwpiWiP,https://api.spotify.com/v1/audio-analysis/6Ck6aMwdEFapfH2cwpiWiP,235253,4
67,0.703,0.768,10,-5.697,0,0.0359,0.117,0.413,0.288,0.715,113.984,audio_features,5EWoUFIiguH1n2BjBoqbLf,spotify:track:5EWoUFIiguH1n2BjBoqbLf,https://api.spotify.com/v1/tracks/5EWoUFIiguH1n2BjBoqbLf,https://api.spotify.com/v1/audio-analysis/5EWoUFIiguH1n2BjBoqbLf,252918,4
68,0.816,0.669,4,-6.737,0,0.0454,0.0239,0.0189,0.182,0.677,113.932,audio_features,55Q4grgucNUDMRP13CtL5I,spotify:track:55Q4grgucNUDMRP13CtL5I,https://api.spotify.com/v1/tracks/55Q4grgucNUDMRP13CtL5I,https://api.spotify.com/v1/audio-analysis/55Q4grgucNUDMRP13CtL5I,200733,4
69,0.967,0.393,11,-13.127,0,0.197,0.12,0.302,0.0646,0.314,114.001,audio_features,4Bi0ExSgGmv4Nn1VCxCnW7,spotify:track:4Bi0ExSgGmv4Nn1VCxCnW7,https://api.spotify.com/v1/tracks/4Bi0ExSgGmv4Nn1VCxCnW7,https://api.spotify.com/v1/audio-analysis/4Bi0ExSgGmv4Nn1VCxCnW7,493599,4
70,0.897,0.569,8,-9.822,1,0.0529,0.0944,0.644,0.108,0.415,114.981,audio_features,6uQe7SVjdDlRqDRAi0qnKg,spotify:track:6uQe7SVjdDlRqDRAi0qnKg,https://api.spotify.com/v1/tracks/6uQe7SVjdDlRqDRAi0qnKg,https://api.spotify.com/v1/audio-analysis/6uQe7SVjdDlRqDRAi0qnKg,202845,4
71,0.861,0.602,2,-7.314,0,0.0617,0.369,0.0644,0.0751,0.684,114.978,audio_features,5n9DJWUiwuKuPE9sCVbQ0n,spotify:track:5n9DJWUiwuKuPE9sCVbQ0n,https://api.spotify.com/v1/tracks/5n9DJWUiwuKuPE9sCVbQ0n,https://api.spotify.com/v1/audio-analysis/5n9DJWUiwuKuPE9sCVbQ0n,225181,4
72,0.604,0.709,9,-8.603,1,0.0288,0.0186,0.507,0.119,0.12,114.987,audio_features,33l6mcqUThweUWU9bbzLhn,spotify:track:33l6mcqUThweUWU9bbzLhn,https://api.spotify.com/v1/tracks/33l6mcqUThweUWU9bbzLhn,https://api.spotify.com/v1/audio-analysis/33l6mcqUThweUWU9bbzLhn,264800,4
73,0.771,0.691,2,-7.593,1,0.0495,0.049,0.625,0.134,0.339,115.011,audio_features,5TBsLU9TSxjDLzMpsEgJsv,spotify:track:5TBsLU9TSxjDLzMpsEgJsv,https://api.spotify.com/v1/tracks/5TBsLU9TSxjDLzMpsEgJsv,https://api.spotify.com/v1/audio-analysis/5TBsLU9TSxjDLzMpsEgJsv,299294,4
