,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
554,0.667,0.685,4,-7.284,0,0.0399,0.0773,0.033,0.659,0.157,123.115,audio_features,4Q5SsnyPrmuZNTY446rrED,spotify:track:4Q5SsnyPrmuZNTY446rrED,https://api.spotify.com/v1/tracks/4Q5SsnyPrmuZNTY446rrED,https://api.spotify.com/v1/audio-analysis/4Q5SsnyPrmuZNTY446rrED,207133,4
555,0.764,0.8,4,-4.93,0,0.0432,0.0362,0.0,0.108,0.867,115.976,audio_features,1VmbST2OSjglP9kbMk90dN,spotify:track:1VmbST2OSjglP9kbMk90dN,https://api.spotify.com/v1/tracks/1VmbST2OSjglP9kbMk90dN,https://api.spotify.com/v1/audio-analysis/1VmbST2OSjglP9kbMk90dN,286800,4
556,0.818,0.866,10,-5.06,1,0.0804,0.276,0.626,0.242,0.745,123.026,audio_features,66c9EmPAVDQpzYkuyzRx1W,spotify:track:66c9EmPAVDQpzYkuyzRx1W,https://api.spotify.com/v1/tracks/66c9EmPAVDQpzYkuyzRx1W,https://api.spotify.com/v1/audio-analysis/66c9EmPAVDQpzYkuyzRx1W,221637,4
557,0.601,0.796,6,-6.973,1,0.042,0.104,0.418,0.0992,0.24,132.026,audio_features,6DdAVeZFL7bsuL37B40nQR,spotify:track:6DdAVeZFL7bsuL37B40nQR,https://api.spotify.com/v1/tracks/6DdAVeZFL7bsuL37B40nQR,https://api.spotify.com/v1/audio-analysis/6DdAVeZFL7bsuL37B40nQR,173946,4
558,0.508,0.685,2,-6.593,1,0.0599,0.478,0.0,0.289,0.409,160.016,audio_features,1e7EdcxkUPFZWfuY4VI3rh,spotify:track:1e7EdcxkUPFZWfuY4VI3rh,https://api.spotify.com/v1/tracks/1e7EdcxkUPFZWfuY4VI3rh,https://api.spotify.com/v1/audio-analysis/1e7EdcxkUPFZWfuY4VI3rh,221671,4
559,0.801,0.715,0,-9.214,0,0.0403,0.326,0.647,0.103,0.937,110.013,audio_features,6JZOZWEpu1hcTCz28rnQwJ,spotify:track:6JZOZWEpu1hcTCz28rnQwJ,https://api.spotify.com/v1/tracks/6JZOZWEpu1hcTCz28rnQwJ,https://api.spotify.com/v1/audio-analysis/6JZOZWEpu1hcTCz28rnQwJ,244076,4
560,0.646,0.848,2,-4.527,1,0.0995,0.0338,0.709,0.135,0.896,153.038,audio_features,2vMXEYcrqv5HAoBy83UQkT,spotify:track:2vMXEYcrqv5HAoBy83UQkT,https://api.spotify.com/v1/tracks/2vMXEYcrqv5HAoBy83UQkT,https://api.spotify.com/v1/audio-analysis/2vMXEYcrqv5HAoBy83UQkT,114333,4
561,0.569,0.676,8,-8.433,0,0.0457,0.162,0.00214,0.168,0.338,159.829,audio_features,0QNLboKNg60M1PmEBFoY6k,spotify:track:0QNLboKNg60M1PmEBFoY6k,https://api.spotify.com/v1/tracks/0QNLboKNg60M1PmEBFoY6k,https://api.spotify.com/v1/audio-analysis/0QNLboKNg60M1PmEBFoY6k,123143,4
562,0.821,0.84,10,-6.789,0,0.119,0.0171,0.181,0.102,0.624,122.036,audio_features,438wzpID8rPiuTcBDtpfFE,spotify:track:438wzpID8rPiuTcBDtpfFE,https://api.spotify.com/v1/tracks/438wzpID8rPiuTcBDtpfFE,https://api.spotify.com/v1/audio-analysis/438wzpID8rPiuTcBDtpfFE,183094,4
563,0.806,0.683,8,-7.767,0,0.0484,0.0291,0.435,0.0536,0.626,120.006,audio_features,4qYqjNyEIWX3lSoUVZgCY0,spotify:track:4qYqjNyEIWX3lSoUVZgCY0,https://api.spotify.com/v1/tracks/4qYqjNyEIWX3lSoUVZgCY0,https://api.spotify.com/v1/audio-analysis/4qYqjNyEIWX3lSoUVZgCY0,217413,4
564,0.676,0.552,4,-8.879,0,0.0354,0.411,0.441,0.138,0.394,133.963,audio_features,1tCkS9oiXu9gvSbv759DKy,spotify:track:1tCkS9oiXu9gvSbv759DKy,https://api.spotify.com/v1/tracks/1tCkS9oiXu9gvSbv759DKy,https://api.spotify.com/v1/audio-analysis/1tCkS9oiXu9gvSbv759DKy,206240,4
565,0.869,0.591,1,-9.353,1,0.0468,0.413,0.144,0.109,0.455,122.014,audio_features,4AddhPZvZZgZDS41YH4Q8k,spotify:track:4AddhPZvZZgZDS41YH4Q8k,https://api.spotify.com/v1/tracks/4AddhPZvZZgZDS41YH4Q8k,https://api.spotify.com/v1/audio-analysis/4AddhPZvZZgZDS41YH4Q8k,174027,4
566,0.702,0.828,7,-7.976,1,0.0526,0.354,0.717,0.082,0.719,111.967,audio_features,74BzzNL9WKXyUd7vzh2hz3,spotify:track:74BzzNL9WKXyUd7vzh2hz3,https://api.spotify.com/v1/tracks/74BzzNL9WKXyUd7vzh2hz3,https://api.spotify.com/v1/audio-analysis/74BzzNL9WKXyUd7vzh2hz3,211591,4
567,0.613,0.796,9,-9.218,0,0.0356,0.0321,0.881,0.128,0.257,116.966,audio_features,4vo9RlUaL3jHapwpUMfFKZ,spotify:track:4vo9RlUaL3jHapwpUMfFKZ,https://api.spotify.com/v1/tracks/4vo9RlUaL3jHapwpUMfFKZ,https://api.spotify.com/v1/audio-analysis/4vo9RlUaL3jHapwpUMfFKZ,401101,4
568,0.784,0.676,5,-7.142,1,0.0417,0.528,0.291,0.11,0.584,136.924,audio_features,1L1EKS4V4fXLuXfOduyZ9t,spotify:track:1L1EKS4V4fXLuXfOduyZ9t,https://api.spotify.com/v1/tracks/1L1EKS4V4fXLuXfOduyZ9t,https://api.spotify.com/v1/audio-analysis/1L1EKS4V4fXLuXfOduyZ9t,186800,4
569,0.7,0.808,5,-8.485,1,0.038,0.0184,0.353,0.109,0.403,115.025,audio_features,0DIpiVfVoAGIuGf3AVWphi,spotify:track:0DIpiVfVoAGIuGf3AVWphi,https://api.spotify.com/v1/tracks/0DIpiVfVoAGIuGf3AVWphi,https://api.spotify.com/v1/audio-analysis/0DIpiVfVoAGIuGf3AVWphi,246453,4
570,0.785,0.481,5,-14.527,1,0.0635,0.557,0.691,0.123,0.144,119.012,audio_features,0LrMnzCsLwwcr1G1cvKmjv,spotify:track:0LrMnzCsLwwcr1G1cvKmjv,https://api.spotify.com/v1/tracks/0LrMnzCsLwwcr1G1cvKmjv,https://api.spotify.com/v1/audio-analysis/0LrMnzCsLwwcr1G1cvKmjv,209762,4
571,0.762,0.71,10,-8.295,0,0.0506,0.0144,0.117,0.118,0.285,123.99,audio_features,2XvHPenTKEkwAwT3T1q1aW,spotify:track:2XvHPenTKEkwAwT3T1q1aW,https://api.spotify.com/v1/tracks/2XvHPenTKEkwAwT3T1q1aW,https://api.spotify.com/v1/audio-analysis/2XvHPenTKEkwAwT3T1q1aW,230806,4
572,0.686,0.506,0,-9.352,0,0.179,0.03,0.0414,0.641,0.638,116.139,audio_features,7sjuNUjWtSqhbxJ3RAUffm,spotify:track:7sjuNUjWtSqhbxJ3RAUffm,https://api.spotify.com/v1/tracks/7sjuNUjWtSqhbxJ3RAUffm,https://api.spotify.com/v1/audio-analysis/7sjuNUjWtSqhbxJ3RAUffm,276067,4
573,0.501,0.881,0,-5.814,1,0.329,0.0301,0.00267,0.173,0.457,112.937,audio_features,7DidEaIBAlnOY2NUnYB02e,spotify:track:7DidEaIBAlnOY2NUnYB02e,https://api.spotify.com/v1/tracks/7DidEaIBAlnOY2NUnYB02e,https://api.spotify.com/v1/audio-analysis/7DidEaIBAlnOY2NUnYB02e,282280,4
574,0.685,0.763,0,-11.01,1,0.0378,0.125,0.818,0.0846,0.713,117.992,audio_features,1VaBSndZ9bzF2FJmMY1kzK,spotify:track:1VaBSndZ9bzF2FJmMY1kzK,https://api.spotify.com/v1/tracks/1VaBSndZ9bzF2FJmMY1kzK,https://api.spotify.com/v1/audio-analysis/1VaBSndZ9bzF2FJmMY1kzK,301017,4
575,0.709,0.682,4,-7.399,0,0.0495,0.0227,0.777,0.122,0.517,122.025,audio_features,26cZVpJOFxTweuxazYLorj,spotify:track:26cZVpJOFxTweuxazYLorj,https://api.spotify.com/v1/tracks/26cZVpJOFxTweuxazYLorj,https://api.spotify.com/v1/audio-analysis/26cZVpJOFxTweuxazYLorj,318790,4
576,0.771,0.723,0,-10.496,0,0.0453,0.106,0.664,0.121,0.0769,111.995,audio_features,0XIq1VxtdNykPaoGLGEGoo,spotify:track:0XIq1VxtdNykPaoGLGEGoo,https://api.spotify.com/v1/tracks/0XIq1VxtdNykPaoGLGEGoo,https://api.spotify.com/v1/audio-analysis/0XIq1VxtdNykPaoGLGEGoo,186816,4
577,0.698,0.751,2,-5.922,0,0.0314,0.0164,0.0145,0.109,0.433,138.004,audio_features,29hQU0F1P9mxjAallGIZ4J,spotify:track:29hQU0F1P9mxjAallGIZ4J,https://api.spotify.com/v1/tracks/29hQU0F1P9mxjAallGIZ4J,https://api.spotify.com/v1/audio-analysis/29hQU0F1P9mxjAallGIZ4J,163533,4
578,0.557,0.884,8,-6.77,1,0.0405,0.000695,0.498,0.07,0.54,124.009,audio_features,6NLXQtGnssNEpZMa35juxf,spotify:track:6NLXQtGnssNEpZMa35juxf,https://api.spotify.com/v1/tracks/6NLXQtGnssNEpZMa35juxf,https://api.spotify.com/v1/audio-analysis/6NLXQtGnssNEpZMa35juxf,310947,4
579,0.788,0.741,4,-8.085,0,0.0408,0.477,0.646,0.101,0.401,120.99,audio_features,0l27EFI7OJoGgKXlvhywyO,spotify:track:0l27EFI7OJoGgKXlvhywyO,https://api.spotify.com/v1/tracks/0l27EFI7OJoGgKXlvhywyO,https://api.spotify.com/v1/audio-analysis/0l27EFI7OJoGgKXlvhywyO,198326,4
580,0.78,0.877,3,-6.249,0,0.115,0.024,0.31,0.134,0.633,125.028,audio_features,05GvOQ80VlYgXHuxw6fUN0,spotify:track:05GvOQ80VlYgXHuxw6fUN0,https://api.spotify.com/v1/tracks/05GvOQ80VlYgXHuxw6fUN0,https://api.spotify.com/v1/audio-analysis/05GvOQ80VlYgXHuxw6fUN0,216400,4
581,0.683,0.769,6,-6.945,0,0.0283,0.00403,0.0164,0.151,0.635,115.967,audio_features,4V2u9MWP2wgSCSkDSo4ZjZ,spotify:track:4V2u9MWP2wgSCSkDSo4ZjZ,https://api.spotify.com/v1/tracks/4V2u9MWP2wgSCSkDSo4ZjZ,https://api.spotify.com/v1/audio-analysis/4V2u9MWP2wgSCSkDSo4ZjZ,218954,4
582,0.58,0.711,9,-7.905,0,0.0276,0.00265,0.136,0.151,0.0713,124.022,audio_features,0i5P9W2tN89iBojs7KQ0PD,spotify:track:0i5P9W2tN89iBojs7KQ0PD,https://api.spotify.com/v1/tracks/0i5P9W2tN89iBojs7KQ0PD,https://api.spotify.com/v1/audio-analysis/0i5P9W2tN89iBojs7KQ0PD,292157,4
583,0.629,0.699,10,-8.518,0,0.0348,0.114,0.782,0.148,0.784,135.686,audio_features,6t7SQxdlrOsbtsxZyVl6U7,spotify:track:6t7SQxdlrOsbtsxZyVl6U7,https://api.spotify.com/v1/tracks/6t7SQxdlrOsbtsxZyVl6U7,https://api.spotify.com/v1/audio-analysis/6t7SQxdlrOsbtsxZyVl6U7,209834,4
584,0.893,0.426,11,-12.302,0,0.194,0.141,0.398,0.0721,0.594,108.011,audio_features,2lQRpiMcCLjniQbhfEjViY,spotify:track:2lQRpiMcCLjniQbhfEjViY,https://api.spotify.com/v1/tracks/2lQRpiMcCLjniQbhfEjViY,https://api.spotify.com/v1/audio-analysis/2lQRpiMcCLjniQbhfEjViY,253304,4
585,0.696,0.601,5,-9.827,0,0.0288,0.126,0.575,0.0855,0.375,114.973,audio_features,2YjXImhg2zXDmWcVy1oSDw,spotify:track:2YjXImhg2zXDmWcVy1oSDw,https://api.spotify.com/v1/tracks/2YjXImhg2zXDmWcVy1oSDw,https://api.spotify.com/v1/audio-analysis/2YjXImhg2zXDmWcVy1oSDw,277562,4
586,0.711,0.853,10,-6.334,0,0.0363,0.0774,0.0178,0.23,0.664,101.986,audio_features,4fZ9WECee9p7FEWOUP03jD,spotify:track:4fZ9WECee9p7FEWOUP03jD,https://api.spotify.com/v1/tracks/4fZ9WECee9p7FEWOUP03jD,https://api.spotify.com/v1/audio-analysis/4fZ9WECee9p7FEWOUP03jD,176525,4
587,0.7,0.938,11,-6.877,0,0.108,0.085,0.627,0.0926,0.798,125.019,audio_features,54iQ7ZTkfp8kAJJYRexhm6,spotify:track:54iQ7ZTkfp8kAJJYRexhm6,https://api.spotify.com/v1/tracks/54iQ7ZTkfp8kAJJYRexhm6,https://api.spotify.com/v1/audio-analysis/54iQ7ZTkfp8kAJJYRexhm6,192282,4
588,0.754,0.658,8,-7.213,1,0.0706,0.32,0.000173,0.142,0.526,108.023,audio_features,0Byefko3vpr0FV8BIQmOsH,spotify:track:0Byefko3vpr0FV8BIQmOsH,https://api.spotify.com/v1/tracks/0Byefko3vpr0FV8BIQmOsH,https://api.spotify.com/v1/audio-analysis/0Byefko3vpr0FV8BIQmOsH,194042,4
589,0.785,0.706,9,-6.646,0,0.165,0.00126,0.000101,0.07,0.442,128.046,audio_features,4AW85nhkcAkTVBPDkmGnMq,spotify:track:4AW85nhkcAkTVBPDkmGnMq,https://api.spotify.com/v1/tracks/4AW85nhkcAkTVBPDkmGnMq,https://api.spotify.com/v1/audio-analysis/4AW85nhkcAkTVBPDkmGnMq,214920,4
590,0.641,0.719,2,-12.556,1,0.0426,0.532,0.727,0.114,0.136,121.995,audio_features,0veGhxfVscMgjo2sfLpdOl,spotify:track:0veGhxfVscMgjo2sfLpdOl,https://api.spotify.com/v1/tracks/0veGhxfVscMgjo2sfLpdOl,https://api.spotify.com/v1/audio-analysis/0veGhxfVscMgjo2sfLpdOl,351702,4
591,0.763,0.582,5,-9.838,0,0.0435,0.647,0.298,0.104,0.203,114.929,audio_features,0iLicFNAMT18xb36wBrRNl,spotify:track:0iLicFNAMT18xb36wBrRNl,https://api.spotify.com/v1/tracks/0iLicFNAMT18xb36wBrRNl,https://api.spotify.com/v1/audio-analysis/0iLicFNAMT18xb36wBrRNl,237913,4
592,0.798,0.675,1,-9.431,0,0.138,0.0132,0.526,0.115,0.814,118.014,audio_features,5xMf8gZ7kFCMR646jBXiV4,spotify:track:5xMf8gZ7kFCMR646jBXiV4,https://api.spotify.com/v1/tracks/5xMf8gZ7kFCMR646jBXiV4,https://api.spotify.com/v1/audio-analysis/5xMf8gZ7kFCMR646jBXiV4,196280,4
593,0.545,0.514,1,-10.223,0,0.328,0.192,0.616,0.133,0.543,122.002,audio_features,2xgpI8HFId7QGxmB6NHGDL,spotify:track:2xgpI8HFId7QGxmB6NHGDL,https://api.spotify.com/v1/tracks/2xgpI8HFId7QGxmB6NHGDL,https://api.spotify.com/v1/audio-analysis/2xgpI8HFId7QGxmB6NHGDL,267541,4
594,0.752,0.566,6,-9.683,1,0.153,0.00205,0.859,0.104,0.357,123.025,audio_features,0nKe1H75sjT2lQMH1gjR3e,spotify:track:0nKe1H75sjT2lQMH1gjR3e,https://api.spotify.com/v1/tracks/0nKe1H75sjT2lQMH1gjR3e,https://api.spotify.com/v1/audio-analysis/0nKe1H75sjT2lQMH1gjR3e,360118,3
595,0.796,0.793,0,-6.985,1,0.0539,0.0763,0.159,0.133,0.827,118.009,audio_features,1NTjLLTuGBj1DJ4ryMS8W3,spotify:track:1NTjLLTuGBj1DJ4ryMS8W3,https://api.spotify.com/v1/tracks/1NTjLLTuGBj1DJ4ryMS8W3,https://api.spotify.com/v1/audio-analysis/1NTjLLTuGBj1DJ4ryMS8W3,215847,4
596,0.648,0.458,5,-15.169,1,0.0311,0.864,0.0944,0.366,0.0848,119.96,audio_features,2pYvd6cHcAIMAM6xMD6nok,spotify:track:2pYvd6cHcAIMAM6xMD6nok,https://api.spotify.com/v1/tracks/2pYvd6cHcAIMAM6xMD6nok,https://api.spotify.com/v1/audio-analysis/2pYvd6cHcAIMAM6xMD6nok,274693,4
597,0.667,0.448,1,-7.645,0,0.028,0.696,0.742,0.104,0.571,108.466,audio_features,4dXGnnDDLXZwsXAuHx9RMS,spotify:track:4dXGnnDDLXZwsXAuHx9RMS,https://api.spotify.com/v1/tracks/4dXGnnDDLXZwsXAuHx9RMS,https://api.spotify.com/v1/audio-analysis/4dXGnnDDLXZwsXAuHx9RMS,130493,4
598,0.31,0.146,0,-19.278,1,0.0303,0.99,0.261,0.076,0.333,162.831,audio_features,7rIhp6EWLNtM8qFIQruJPT,spotify:track:7rIhp6EWLNtM8qFIQruJPT,https://api.spotify.com/v1/tracks/7rIhp6EWLNtM8qFIQruJPT,https://api.spotify.com/v1/audio-analysis/7rIhp6EWLNtM8qFIQruJPT,298587,3
599,0.873,0.505,4,-11.147,0,0.0308,0.67,0.269,0.136,0.69,110.007,audio_features,281ioxkZbJ3p9hCvjD2bon,spotify:track:281ioxkZbJ3p9hCvjD2bon,https://api.spotify.com/v1/tracks/281ioxkZbJ3p9hCvjD2bon,https://api.spotify.com/v1/audio-analysis/281ioxkZbJ3p9hCvjD2bon,210013,4
600,0.853,0.474,9,-10.711,1,0.049,0.828,0.00755,0.306,0.636,115.052,audio_features,5KytIKWqQJXb2T3RNOyi9G,spotify:track:5KytIKWqQJXb2T3RNOyi9G,https://api.spotify.com/v1/tracks/5KytIKWqQJXb2T3RNOyi9G,https://api.spotify.com/v1/audio-analysis/5KytIKWqQJXb2T3RNOyi9G,255720,4
601,0.467,0.752,2,-8.971,0,0.0355,0.157,0.000565,0.121,0.362,178.133,audio_features,1dRERiR9AgbFAEPakSZXGy,spotify:track:1dRERiR9AgbFAEPakSZXGy,https://api.spotify.com/v1/tracks/1dRERiR9AgbFAEPakSZXGy,https://api.spotify.com/v1/audio-analysis/1dRERiR9AgbFAEPakSZXGy,181747,4
602,0.393,0.0668,7,-20.755,1,0.0404,0.963,0.105,0.107,0.0384,136.938,audio_features,7BSMSvK0WxrDeI98bswYa8,spotify:track:7BSMSvK0WxrDeI98bswYa8,https://api.spotify.com/v1/tracks/7BSMSvK0WxrDeI98bswYa8,https://api.spotify.com/v1/audio-analysis/7BSMSvK0WxrDeI98bswYa8,174172,4
603,0.592,0.263,4,-14.029,0,0.0568,0.845,5.68e-06,0.127,0.109,76.366,audio_features,3B3eOgLJSqPEA0RfboIQVM,spotify:track:3B3eOgLJSqPEA0RfboIQVM,https://api.spotify.com/v1/tracks/3B3eOgLJSqPEA0RfboIQVM,https://api.spotify.com/v1/audio-analysis/3B3eOgLJSqPEA0RfboIQVM,238520,4
604,0.551,0.324,0,-10.962,1,0.0314,0.896,0.0873,0.277,0.231,90.957,audio_features,3JsA2sWDNR9oQogGAzqqtH,spotify:track:3JsA2sWDNR9oQogGAzqqtH,https://api.spotify.com/v1/tracks/3JsA2sWDNR9oQogGAzqqtH,https://api.spotify.com/v1/audio-analysis/3JsA2sWDNR9oQogGAzqqtH,217053,4
605,0.318,0.569,8,-10.453,0,0.0355,0.077,0.926,0.0854,0.584,159.803,audio_features,5F8XPD481L6K2s8h02Vxuo,spotify:track:5F8XPD481L6K2s8h02Vxuo,https://api.spotify.com/v1/tracks/5F8XPD481L6K2s8h02Vxuo,https://api.spotify.com/v1/audio-analysis/5F8XPD481L6K2s8h02Vxuo,325829,4
606,0.881,0.67,6,-7.406,1,0.0308,0.43,0.00169,0.0939,0.963,123.989,audio_features,5kFeCFpKkO8xZPOBIrYKOl,spotify:track:5kFeCFpKkO8xZPOBIrYKOl,https://api.spotify.com/v1/tracks/5kFeCFpKkO8xZPOBIrYKOl,https://api.spotify.com/v1/audio-analysis/5kFeCFpKkO8xZPOBIrYKOl,198213,4
607,0.688,0.485,5,-10.166,1,0.031,0.459,0.0446,0.44,0.581,116.004,audio_features,24AlaGqIZd2nUspgzc2ph1,spotify:track:24AlaGqIZd2nUspgzc2ph1,https://api.spotify.com/v1/tracks/24AlaGqIZd2nUspgzc2ph1,https://api.spotify.com/v1/audio-analysis/24AlaGqIZd2nUspgzc2ph1,287623,4
608,0.656,0.621,5,-12.766,1,0.0387,0.384,0.695,0.177,0.776,105.012,audio_features,35yZkNFNVosiHE6Uj0COVM,spotify:track:35yZkNFNVosiHE6Uj0COVM,https://api.spotify.com/v1/tracks/35yZkNFNVosiHE6Uj0COVM,https://api.spotify.com/v1/audio-analysis/35yZkNFNVosiHE6Uj0COVM,224680,4
609,0.358,0.546,0,-8.927,0,0.0296,0.795,0.0586,0.111,0.264,106.489,audio_features,1QJnDJuYOGj05iSc4eWGr5,spotify:track:1QJnDJuYOGj05iSc4eWGr5,https://api.spotify.com/v1/tracks/1QJnDJuYOGj05iSc4eWGr5,https://api.spotify.com/v1/audio-analysis/1QJnDJuYOGj05iSc4eWGr5,252960,3
610,0.573,0.406,3,-11.946,1,0.0361,0.653,0.475,0.123,0.376,130.021,audio_features,4R59wt5nnhYo88PIu3cUIt,spotify:track:4R59wt5nnhYo88PIu3cUIt,https://api.spotify.com/v1/tracks/4R59wt5nnhYo88PIu3cUIt,https://api.spotify.com/v1/audio-analysis/4R59wt5nnhYo88PIu3cUIt,248160,4
611,0.785,0.394,4,-8.01,1,0.0392,0.572,0.000801,0.111,0.131,100.002,audio_features,0ORL2BIQwHdshE8Zp2En2M,spotify:track:0ORL2BIQwHdshE8Zp2En2M,https://api.spotify.com/v1/tracks/0ORL2BIQwHdshE8Zp2En2M,https://api.spotify.com/v1/audio-analysis/0ORL2BIQwHdshE8Zp2En2M,258747,4
612,0.469,0.562,1,-6.402,1,0.0343,0.568,0.000135,0.123,0.483,138.197,audio_features,3Jzdz9f3KAgF9z6Ov866gl,spotify:track:3Jzdz9f3KAgF9z6Ov866gl,https://api.spotify.com/v1/tracks/3Jzdz9f3KAgF9z6Ov866gl,https://api.spotify.com/v1/audio-analysis/3Jzdz9f3KAgF9z6Ov866gl,237320,4
613,0.581,0.211,7,-12.958,1,0.0354,0.971,0.32,0.128,0.284,126.587,audio_features,0RfVK003GKeURG1lp9utQj,spotify:track:0RfVK003GKeURG1lp9utQj,https://api.spotify.com/v1/tracks/0RfVK003GKeURG1lp9utQj,https://api.spotify.com/v1/audio-analysis/0RfVK003GKeURG1lp9utQj,252200,4
614,0.493,0.584,5,-6.894,1,0.0311,0.85,0.000353,0.114,0.234,86.909,audio_features,0X61Ud5Uzv44RvY3s1SsuO,spotify:track:0X61Ud5Uzv44RvY3s1SsuO,https://api.spotify.com/v1/tracks/0X61Ud5Uzv44RvY3s1SsuO,https://api.spotify.com/v1/audio-analysis/0X61Ud5Uzv44RvY3s1SsuO,255533,4
615,0.575,0.328,11,-6.721,0,0.0425,0.854,0.0,0.109,0.497,113.894,audio_features,6pJJZ69p6MaGn5LVdSpOb1,spotify:track:6pJJZ69p6MaGn5LVdSpOb1,https://api.spotify.com/v1/tracks/6pJJZ69p6MaGn5LVdSpOb1,https://api.spotify.com/v1/audio-analysis/6pJJZ69p6MaGn5LVdSpOb1,225453,4
616,0.679,0.252,0,-14.743,1,0.0422,0.876,0.241,0.114,0.454,93.995,audio_features,1cU4GEpxK7Pu0RDsaQ3EAF,spotify:track:1cU4GEpxK7Pu0RDsaQ3EAF,https://api.spotify.com/v1/tracks/1cU4GEpxK7Pu0RDsaQ3EAF,https://api.spotify.com/v1/audio-analysis/1cU4GEpxK7Pu0RDsaQ3EAF,284721,4
617,0.495,0.533,0,-5.802,0,0.0295,0.43,0.000672,0.106,0.424,79.71,audio_features,46aSz462xUFxA5X4O6WlB0,spotify:track:46aSz462xUFxA5X4O6WlB0,https://api.spotify.com/v1/tracks/46aSz462xUFxA5X4O6WlB0,https://api.spotify.com/v1/audio-analysis/46aSz462xUFxA5X4O6WlB0,247055,4
618,0.644,0.502,1,-9.374,0,0.0302,0.665,0.165,0.124,0.159,103.987,audio_features,03KisebN9LuPAchPJm32M8,spotify:track:03KisebN9LuPAchPJm32M8,https://api.spotify.com/v1/tracks/03KisebN9LuPAchPJm32M8,https://api.spotify.com/v1/audio-analysis/03KisebN9LuPAchPJm32M8,201196,4
619,0.63,0.31,9,-9.253,1,0.028,0.704,0.0011,0.128,0.0712,93.067,audio_features,6d2MCbByfqhU85Fmj8WCAN,spotify:track:6d2MCbByfqhU85Fmj8WCAN,https://api.spotify.com/v1/tracks/6d2MCbByfqhU85Fmj8WCAN,https://api.spotify.com/v1/audio-analysis/6d2MCbByfqhU85Fmj8WCAN,270893,4
620,0.535,0.437,8,-9.187,1,0.0248,0.669,0.688,0.11,0.127,105.22,audio_features,70YTBH8vOGJNMhy6186yFm,spotify:track:70YTBH8vOGJNMhy6186yFm,https://api.spotify.com/v1/tracks/70YTBH8vOGJNMhy6186yFm,https://api.spotify.com/v1/audio-analysis/70YTBH8vOGJNMhy6186yFm,286773,4
621,0.651,0.441,7,-11.74,1,0.0346,0.519,0.708,0.0959,0.373,109.979,audio_features,2nD9CUfMMUVxL0UyFs8fGG,spotify:track:2nD9CUfMMUVxL0UyFs8fGG,https://api.spotify.com/v1/tracks/2nD9CUfMMUVxL0UyFs8fGG,https://api.spotify.com/v1/audio-analysis/2nD9CUfMMUVxL0UyFs8fGG,234174,4
622,0.45,0.511,6,-9.073,1,0.0276,0.353,0.766,0.139,0.115,96.563,audio_features,6ilc4vQcwMPlvAHFfsTGng,spotify:track:6ilc4vQcwMPlvAHFfsTGng,https://api.spotify.com/v1/tracks/6ilc4vQcwMPlvAHFfsTGng,https://api.spotify.com/v1/audio-analysis/6ilc4vQcwMPlvAHFfsTGng,292110,4
623,0.454,0.4,3,-10.261,1,0.0265,0.139,0.846,0.137,0.327,93.719,audio_features,1FWsomP9StpCcXNWmJk8Cl,spotify:track:1FWsomP9StpCcXNWmJk8Cl,https://api.spotify.com/v1/tracks/1FWsomP9StpCcXNWmJk8Cl,https://api.spotify.com/v1/audio-analysis/1FWsomP9StpCcXNWmJk8Cl,320030,4
624,0.405,0.479,5,-9.396,1,0.0301,0.0527,0.795,0.0974,0.131,75.37,audio_features,0SpkyS1Q4MD8GaVcP5YjT4,spotify:track:0SpkyS1Q4MD8GaVcP5YjT4,https://api.spotify.com/v1/tracks/0SpkyS1Q4MD8GaVcP5YjT4,https://api.spotify.com/v1/audio-analysis/0SpkyS1Q4MD8GaVcP5YjT4,215150,4
625,0.406,0.399,7,-10.449,1,0.0278,0.756,0.678,0.112,0.163,142.83,audio_features,3p4hRhMcb6ch8OLtATMaLw,spotify:track:3p4hRhMcb6ch8OLtATMaLw,https://api.spotify.com/v1/tracks/3p4hRhMcb6ch8OLtATMaLw,https://api.spotify.com/v1/audio-analysis/3p4hRhMcb6ch8OLtATMaLw,256800,4
626,0.862,0.314,3,-8.269,0,0.0369,0.108,0.156,0.0878,0.502,114.472,audio_features,4Tzw9IdZbVyzmpWrvsGaNX,spotify:track:4Tzw9IdZbVyzmpWrvsGaNX,https://api.spotify.com/v1/tracks/4Tzw9IdZbVyzmpWrvsGaNX,https://api.spotify.com/v1/audio-analysis/4Tzw9IdZbVyzmpWrvsGaNX,206947,4
627,0.618,0.466,0,-10.285,1,0.0516,0.241,0.00755,0.289,0.677,75.991,audio_features,7k76FBrx9DQlyv8gTQA9GW,spotify:track:7k76FBrx9DQlyv8gTQA9GW,https://api.spotify.com/v1/tracks/7k76FBrx9DQlyv8gTQA9GW,https://api.spotify.com/v1/audio-analysis/7k76FBrx9DQlyv8gTQA9GW,351141,4
628,0.592,0.116,2,-19.498,1,0.047,0.873,0.00531,0.0639,0.466,106.086,audio_features,2lZrHFgxAdZrL0j8JvYhkc,spotify:track:2lZrHFgxAdZrL0j8JvYhkc,https://api.spotify.com/v1/tracks/2lZrHFgxAdZrL0j8JvYhkc,https://api.spotify.com/v1/audio-analysis/2lZrHFgxAdZrL0j8JvYhkc,351293,4
